Neg_to_Total_Words_norm,Pos_to_Total_Words_norm,Real_to_Total_Words_norm,Long_to_Total_Sentences_norm,C2,Y2,Y1
0.20826523889540413,-0.10611527720041782,0.5592907653776087,0.16923048293999,1.0,1.0,0.0
0.8175249999103748,-1.3063424044556657,-0.024214052119601082,0.23080285556082558,0.0,0.0,1.0
-0.9934963064654132,1.9442798288001788,0.5889339521483683,0.11787762127135769,1.0,0.0,1.0
-0.5880210534155099,1.9442798288001788,1.1019440628325812,-1.2646983641207468,1.0,1.0,1.0
0.4914977823162493,-0.3323048103471682,-0.5128093642910428,-0.5849687966612002,1.0,1.0,0.0
-1.4994286035410482,-1.1388410192673866,-1.4591838517484061,0.20780935348801452,1.0,1.0,0.0
-0.7753840626321261,0.08924733706084559,-0.6371563577452255,1.9508548827612937,1.0,1.0,1.0
0.6926880592427275,-0.09100980333535286,-0.1749804146999775,-7.566446654630099e-16,0.0,0.0,1.0
-0.09095930510688287,-0.7569737827488572,0.5585020182878286,-1.2549042155259822,1.0,1.0,1.0
0.4286206544235623,1.748223774291295,-0.5511194256522584,-1.6253229129917142,1.0,0.0,1.0
0.00446705087655352,0.890138380056993,-0.1867649903396245,-1.7000069685315038,1.0,1.0,1.0
-0.61436573316691,-0.02409149942822936,-0.040667682970435236,-1.181893289637724,1.0,1.0,1.0
-0.43531129390861023,-0.9546737322916385,-1.2324637634334716,0.7957813048111974,1.0,1.0,0.0
0.837329535974421,1.2812804048138091,5.2092575935491216e-18,-1.0419891115963507,1.0,1.0,0.0
1.5305871814133203,0.1212321573650374,-0.6952241324462695,-0.2782159322149305,1.0,1.0,1.0
-1.658647504431413,0.20148478713173124,-1.1393081692248395,1.0847560009565818,1.0,1.0,1.0
-1.6335287004669763,0.2972521667156952,-0.8089462639524978,-1.5376809985865572,1.0,1.0,0.0
1.027901724913024,0.6973059427632206,-1.4554391875111818,0.0452877971592815,1.0,1.0,1.0
-1.3752436734963145,-0.6970953420799254,1.2925564590115555,-0.23883549691439668,1.0,1.0,1.0
-0.7990459620217221,-0.37690717860666745,-1.0841829186429328,-1.5229097236135696,1.0,1.0,0.0
0.428968209893994,-0.16312308009787194,0.3679118590556383,-0.03894484184546484,1.0,0.0,1.0
-1.6409488237298575,-0.7070863602784995,-1.1968716582110566,-0.44440705057112656,1.0,1.0,0.0
1.6335327745321624,-0.4009238085696249,-0.13962855192975512,-1.3441397916116296,1.0,1.0,0.0
-1.1470128492283378,1.7519145232316151,0.9520011235436712,-0.33705257578788445,1.0,1.0,1.0
-1.1680462245685375,1.1363179993724286,-0.40422847134893986,1.0113692010326738,1.0,1.0,0.0
0.7430997966746677,-0.28024869244560185,-0.051026776249580665,-0.37293384162706666,1.0,1.0,1.0
-0.881059961932053,0.8692307642913963,5.2092575935491216e-18,0.6661004062204597,1.0,1.0,1.0
1.09097829302145,-1.4914444318574414,-1.4591838517484061,0.07463088027111453,1.0,1.0,0.0
0.09327328164617561,0.8870642959545904,-0.33529860824773944,0.7349079293586547,1.0,1.0,1.0
-0.06862420405456637,1.615570342824571,0.7788968727853098,0.9779464080676573,1.0,1.0,1.0
-1.6209923876929972,-0.16583212260307523,-0.20450039005840587,0.362055009670069,1.0,0.0,1.0
-1.0892289328501472,-0.43692892165094704,-1.4229766231139926,0.7467218530320244,1.0,1.0,0.0
-0.8488743962353018,0.797554657752906,-0.8376105564272288,-1.3745178600663182,0.0,1.0,1.0
0.8281653244569819,-0.06939628409471262,1.4785480352585514,-0.8730368355603187,1.0,1.0,0.0
0.31668279532668364,-0.28268855451773167,0.5890514827333535,1.104778801584202,1.0,0.0,0.0
-0.7379631487475343,-0.2546863403528248,0.004093326046691239,-0.6548587060472005,1.0,1.0,0.0
0.5138098997884956,-0.6392838783112982,0.6973648142107409,0.031052915012014563,1.0,1.0,0.0
-0.8042810083016664,0.02685252975197177,-0.03790985941397642,0.3613233931954271,1.0,1.0,0.0
-0.33178709112469923,-0.3288456074877401,-0.5616955238659636,-0.7240040046526262,1.0,1.0,0.0
-1.75854446263329,-0.30276601280999327,-1.0711378524463484,0.28549959948307146,1.0,1.0,0.0
-0.11849742895248068,-0.1269487923108019,-0.9107210245637436,1.7529854674968532,1.0,1.0,0.0
-0.007671250600499065,-0.8524100173088265,-0.7286275363916206,-0.4320755599632248,1.0,1.0,1.0
1.6690435477306877,0.48081215278605116,1.1773338579338184,0.5425552456277901,1.0,1.0,0.0
0.8539559668471911,0.6861408106261941,0.16155198492105716,-0.8324118557155704,1.0,1.0,1.0
0.13355128762348537,-1.3366074210527072,-1.4591838517484061,0.4211818112443858,1.0,0.0,1.0
0.23685927594870093,-0.37060863438881386,-0.678527206295252,0.1022049946582037,1.0,1.0,1.0
-0.787516100336438,-0.6666340946158897,0.9366877149365324,0.8454989072284894,1.0,1.0,0.0
1.0217178457449512,0.3688281647083569,1.7196939092218666,-7.566446654630099e-16,1.0,1.0,1.0
7.397145782839753e-16,1.3307471884891526,-0.13403367329597077,-0.2683461489315882,1.0,0.0,1.0
-0.9221495877175496,-1.1583346422276182,-0.27856519161718657,-0.11696066769395436,1.0,1.0,0.0
-0.17731679487587063,1.290900216604088,-0.19743496763462284,-0.1649553933369921,1.0,1.0,1.0
-0.9748115540442166,0.17965789537756027,0.7067198978573241,-1.584953606527695,1.0,0.0,1.0
-1.0146561561833034,0.6337544536501745,-1.3107956877720053,0.12327240816612967,1.0,1.0,0.0
-0.856613752503545,0.8212288972255152,0.18501710576686684,0.9439023991584051,1.0,0.0,1.0
1.753147611949646,0.41111493962503026,-0.7293877829687384,-1.1172264695652663,1.0,1.0,0.0
-0.4712384234409202,0.02273218947545076,0.21825677649178635,-0.7362492861421419,1.0,0.0,1.0
-1.317536131543336,1.288748669149216,-0.4839472975242726,0.08427217900785823,1.0,0.0,0.0
-1.144325331208161,1.9442798288001788,0.554836971251059,-1.2489551771202716,0.0,0.0,1.0
-1.1625565360835333,-0.22020170155499738,-1.4591838517484061,1.2721296259324306,1.0,1.0,0.0
1.5245821845846226,0.6831181742625911,1.503821158388203,0.10648779992846559,1.0,0.0,1.0
-1.0147578601500904,-0.18600620687025565,0.5219678832163356,-0.3330673881381995,1.0,1.0,0.0
1.2828638763399214,1.2726670355560863,0.8222424464024296,-0.13621705016820956,1.0,1.0,1.0
-0.2838930588671957,0.3041912003556756,-0.5316935363305761,1.593050002079092,1.0,1.0,1.0
-0.03906978934863217,1.2424079360614656e-15,5.2092575935491216e-18,-1.0381892450322645,1.0,0.0,1.0
